1619.5,1620,1621,0,0,0,0,0,0,0,0,0,0,0,0,1,10,24,0,0,0,0,0,0,0,0,0,0,0,0,1615,1614,1613,1612,1611,1610,1607,1606,1605,1604,1603,1602,1601.5,1601,1600,7,10,1,10,20,3,20,27,11,14,35,10,1,10,13,-0.5
1619.5,1620,1621,1621.5,0,0,0,0,0,0,0,0,0,0,0,1,10,24,5,0,0,0,0,0,0,0,0,0,0,0,1615,1614,1613,1612,1611,1610,1607,1606,1605,1604,1603,1602,1601.5,1601,1600,7,10,1,10,20,3,20,27,11,14,35,10,1,10,13,-0.5
1619.5,1620,1621,1621.5,1622,0,0,0,0,0,0,0,0,0,0,1,10,24,5,2,0,0,0,0,0,0,0,0,0,0,1615,1614,1613,1612,1611,1610,1607,1606,1605,1604,1603,1602,1601.5,1601,1600,7,10,1,10,20,3,20,27,11,14,35,10,1,10,13,-0.5
1619.5,1620,1621,1621.5,1622,0,0,0,0,0,0,0,0,0,0,1,10,24,5,22,0,0,0,0,0,0,0,0,0,0,1615,1614,1613,1612,1611,1610,1607,1606,1605,1604,1603,1602,1601.5,1601,1600,7,10,1,10,20,3,20,27,11,14,35,10,1,10,13,-0.5
1619.5,1620,1621,1621.5,1622,0,0,0,0,0,0,0,0,0,0,1,10,24,5,32,0,0,0,0,0,0,0,0,0,0,1615,1614,1613,1612,1611,1610,1607,1606,1605,1604,1603,1602,1601.5,1601,1600,7,10,1,10,20,3,20,27,11,14,35,10,1,10,13,-0.5
1619.5,1620,1621,1621.5,1622,0,0,0,0,0,0,0,0,0,0,1,10,24,5,152,0,0,0,0,0,0,0,0,0,0,1615,1614,1613,1612,1611,1610,1607,1606,1605,1604,1603,1602,1601.5,1601,1600,7,10,1,10,20,3,20,27,11,14,35,10,1,10,13,-0.5
1619.5,1620,1621,1621.5,1622,1623,0,0,0,0,0,0,0,0,0,1,10,24,5,152,10,0,0,0,0,0,0,0,0,0,1615,1614,1613,1612,1611,1610,1607,1606,1605,1604,1603,1602,1601.5,1601,1600,7,10,1,10,20,3,20,27,11,14,35,10,1,10,13,-0.5
1619.5,1620,1621,1621.5,1622,1623,1623.5,0,0,0,0,0,0,0,0,1,10,24,5,152,10,2,0,0,0,0,0,0,0,0,1615,1614,1613,1612,1611,1610,1607,1606,1605,1604,1603,1602,1601.5,1601,1600,7,10,1,10,20,3,20,27,11,14,35,10,1,10,13,-0.5
1619.5,1620,1621,1621.5,1622,1623,1623.5,1624,0,0,0,0,0,0,0,1,10,24,5,152,10,2,8,0,0,0,0,0,0,0,1615,1614,1613,1612,1611,1610,1607,1606,1605,1604,1603,1602,1601.5,1601,1600,7,10,1,10,20,3,20,27,11,14,35,10,1,10,13,-0.5
1619.5,1620,1621,1621.5,1622,1623,1623.5,1624,0,0,0,0,0,0,0,1,10,24,5,152,10,2,18,0,0,0,0,0,0,0,1615,1614,1613,1612,1611,1610,1607,1606,1605,1604,1603,1602,1601.5,1601,1600,7,10,1,10,20,3,20,27,11,14,35,10,1,10,13,-0.5
1619.5,1620,1621,1621.5,1622,1623,1623.5,1624,1625,0,0,0,0,0,0,1,10,24,5,152,10,2,24,72,0,0,0,0,0,0,1615,1614,1613,1612,1611,1610,1607,1606,1605,1604,1603,1602,1601.5,1601,1600,7,10,1,10,20,3,20,27,11,14,35,10,1,10,13,-0.5
1619.5,1620,1621,1621.5,1622,1623,1623.5,1624,1625,1626,1627,1628,1628.5,1629,0,1,10,24,5,152,10,2,24,82,10,11,10,1,2,0,1615,1614,1613,1612,1611,1610,1607,1606,1605,1604,1603,1602,1601.5,1601,1600,7,10,1,10,20,3,20,27,11,14,35,10,1,10,13,-0.5
